,x,y,amount,person,country
288,-100.12458501435506,24.72068687472727,6,#17B890,Mexico
289,31.310522959496694,-18.607949756704105,1,#d52d1f,Zimbabwe
290,-57.73776381646179,-21.42489614427481,3,#17B890,Brazil
291,120.94421864417666,15.962789344457727,4,#17B890,Philippines
292,104.63213828053107,37.511454841186364,78,#17B890,China
293,110.10030026560409,26.194985331534717,78,#17B890,China
294,6.032181245319844,51.046642748339096,5,#17B890,Germany
295,92.78003422745194,37.04846455226208,78,#17B890,China
296,131.55333889770418,45.77833554480989,78,#17B890,China
297,37.5183898371923,-5.927706906261547,8,#17B890,"Tanzania, United Republic of"
298,12.149592850391446,3.9457490655637737,6,#17B890,Cameroon
299,138.51513026256714,-5.105783136280965,21,#17B890,Indonesia
300,108.76029725230457,14.084631746095079,4,#17B890,Viet Nam
301,107.81024298077745,37.30203410234317,78,#17B890,China
302,104.04086563902925,11.062582419933856,2,#17B890,Cambodia
303,6.613815100237654,15.029019890372004,7,#17B890,Niger
304,-9.306847791805588,12.151276580628455,2,#17B890,Guinea
305,92.96148797615172,33.669915304160824,78,#17B890,China
306,41.0273996411568,1.859864317760973,1,#17B890,Somalia
307,-87.21583401303862,14.651490686803148,1,#17B890,Honduras
308,22.1869773376486,49.994530145486756,3,#17B890,Poland
309,-3.439211244027555,6.733646518569228,5,#17B890,Côte d'Ivoire
310,124.14467495396704,63.13609993238718,4,#17B890,Russian Federation
311,132.63697671858296,-3.28459472931757,21,#17B890,Indonesia
312,-103.56930167868528,25.553835468115246,6,#17B890,Mexico
313,-3.9255905034881993,24.774147024550814,2,#17B890,Algeria
314,5.827861283786823,12.761302853671813,7,#d52d1f,Nigeria
315,-113.68397387293052,41.3946647150097,5,#17B890,United States
